,ID,날짜,조사기관,응답률,조사방법,이재명,윤석열,안철수,심상정,없음,등록번호,선거여론조사기관,조사의뢰자,조사방법new,표본추출틀,표본크기,응답률new,접촉률,표본오차,공표일시
876,877,2021-09-13 ~ 2021-09-14,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8986&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,16.4%,전화면접가상번호,-,42.5,-,-,14.5,8128,"(주)한국갤럽조사연구소,",전국단위 신문 : 머니투데이,"[['무선전화면접', '85.5%'], ['유선전화면접', '14.5%']]","['통신사제공', 'RDD']",1007,16.4%,33.2%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-15 14시 00분
								"
877,878,2021-09-13 ~ 2021-09-14,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8986&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,16.4%,전화면접가상번호,46.5,42.1,-,-,11.4,8128,"(주)한국갤럽조사연구소,",전국단위 신문 : 머니투데이,"[['무선전화면접', '85.5%'], ['유선전화면접', '14.5%']]","['통신사제공', 'RDD']",1007,16.4%,33.2%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-15 14시 00분
								"
878,879,2021-09-11 ~ 2021-09-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8977&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,2.5%,ARSRDD,38.7,-,-,-,7.2,8124,"미디어토마토,",시·도단위 신문 : 뉴스토마토,"[['무선 ARS', '100%']]",['RDD'],1006,2.5%,32.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-15 15시 00분
								"
879,880,2021-09-11 ~ 2021-09-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8977&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,2.5%,ARSRDD,37.8,45.8,-,-,5.9,8124,"미디어토마토,",시·도단위 신문 : 뉴스토마토,"[['무선 ARS', '100%']]",['RDD'],1006,2.5%,32.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-15 15시 00분
								"
880,881,2021-09-11 ~ 2021-09-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8965&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=3,7.4%,ARS가상번호,-,-,-,-,8.8,8111,"윈지코리아컨설팅,",전국단위 신문 : 아시아경제,"[['무선 ARS', '100%']]",['통신사제공'],1022,7.4%,47.0%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-14 11시 30분
								"
881,882,2021-09-11 ~ 2021-09-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8965&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=3,7.4%,ARS가상번호,40.2,-,-,-,7.3,8111,"윈지코리아컨설팅,",전국단위 신문 : 아시아경제,"[['무선 ARS', '100%']]",['통신사제공'],1022,7.4%,47.0%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-14 11시 30분
								"
882,883,2021-09-11 ~ 2021-09-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8965&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=3,7.4%,ARS가상번호,-,45.2,-,-,7.1,8111,"윈지코리아컨설팅,",전국단위 신문 : 아시아경제,"[['무선 ARS', '100%']]",['통신사제공'],1022,7.4%,47.0%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-14 11시 30분
								"
883,884,2021-09-11 ~ 2021-09-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8965&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=3,7.4%,ARS가상번호,37.6,46.4,-,-,6.3,8111,"윈지코리아컨설팅,",전국단위 신문 : 아시아경제,"[['무선 ARS', '100%']]",['통신사제공'],1022,7.4%,47.0%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-14 11시 30분
								"
884,885,2021-09-11 ~ 2021-09-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8967&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.6%,ARSRDD,-,-,-,-,29.9,8112,"리얼미터,",방송사 : JTBC,"[['무선 ARS', '100%']]",['RDD'],1000,4.6%,26.1%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-13 18시 00분
								"
885,886,2021-09-11 ~ 2021-09-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8967&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.6%,ARSRDD,-,40.6,-,-,27.5,8112,"리얼미터,",방송사 : JTBC,"[['무선 ARS', '100%']]",['RDD'],1000,4.6%,26.1%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-13 18시 00분
								"
886,887,2021-09-11 ~ 2021-09-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8967&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.6%,ARSRDD,39.1,-,-,-,24.9,8112,"리얼미터,",방송사 : JTBC,"[['무선 ARS', '100%']]",['RDD'],1000,4.6%,26.1%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-13 18시 00분
								"
887,888,2021-09-11 ~ 2021-09-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8967&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.6%,ARSRDD,38,43.2,-,-,18.8,8112,"리얼미터,",방송사 : JTBC,"[['무선 ARS', '100%']]",['RDD'],1000,4.6%,26.1%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-13 18시 00분
								"
888,889,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8961&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.1%,ARSRDD,-,-,-,-,9.8,8107,"여론조사공정(주),",인터넷언론 : 데일리안,"[['무선 ARS', '100%']]",['RDD'],1095,4.1%,28.8%,95%신뢰수준에±3.0%P,"
								
									
									
								
								  2021-09-13 18시 00분
								"
889,890,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8961&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.1%,ARSRDD,37.8,-,-,-,8.8,8107,"여론조사공정(주),",인터넷언론 : 데일리안,"[['무선 ARS', '100%']]",['RDD'],1095,4.1%,28.8%,95%신뢰수준에±3.0%P,"
								
									
									
								
								  2021-09-13 18시 00분
								"
890,891,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8961&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.1%,ARSRDD,-,46.2,-,-,6.8,8107,"여론조사공정(주),",인터넷언론 : 데일리안,"[['무선 ARS', '100%']]",['RDD'],1095,4.1%,28.8%,95%신뢰수준에±3.0%P,"
								
									
									
								
								  2021-09-13 18시 00분
								"
891,892,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8961&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.1%,ARSRDD,37.8,45.6,-,-,7.8,8107,"여론조사공정(주),",인터넷언론 : 데일리안,"[['무선 ARS', '100%']]",['RDD'],1095,4.1%,28.8%,95%신뢰수준에±3.0%P,"
								
									
									
								
								  2021-09-13 18시 00분
								"
892,893,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8957&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,-,-,-,-,17.7,8104,"(주)알앤써치,",시·도단위 신문 : 경기신문사,"[['무선 ARS', '100%']]",['RDD'],1077,3.9%,21.4%,95%신뢰수준에±3.0%P,"
								
									
									
								
								  2021-09-12 12시 00분
								"
893,894,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8957&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,-,37.6,-,-,13.1,8104,"(주)알앤써치,",시·도단위 신문 : 경기신문사,"[['무선 ARS', '100%']]",['RDD'],1077,3.9%,21.4%,95%신뢰수준에±3.0%P,"
								
									
									
								
								  2021-09-12 12시 00분
								"
894,895,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8957&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,-,-,-,-,23.4,8104,"(주)알앤써치,",시·도단위 신문 : 경기신문사,"[['무선 ARS', '100%']]",['RDD'],1077,3.9%,21.4%,95%신뢰수준에±3.0%P,"
								
									
									
								
								  2021-09-12 12시 00분
								"
895,896,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8957&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,-,-,-,-,27.2,8104,"(주)알앤써치,",시·도단위 신문 : 경기신문사,"[['무선 ARS', '100%']]",['RDD'],1077,3.9%,21.4%,95%신뢰수준에±3.0%P,"
								
									
									
								
								  2021-09-12 12시 00분
								"
896,897,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8957&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,34.3,-,-,-,14.8,8104,"(주)알앤써치,",시·도단위 신문 : 경기신문사,"[['무선 ARS', '100%']]",['RDD'],1077,3.9%,21.4%,95%신뢰수준에±3.0%P,"
								
									
									
								
								  2021-09-12 12시 00분
								"
897,898,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8957&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,35.9,-,-,-,20.4,8104,"(주)알앤써치,",시·도단위 신문 : 경기신문사,"[['무선 ARS', '100%']]",['RDD'],1077,3.9%,21.4%,95%신뢰수준에±3.0%P,"
								
									
									
								
								  2021-09-12 12시 00분
								"
898,899,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8957&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,37.3,-,-,-,24.4,8104,"(주)알앤써치,",시·도단위 신문 : 경기신문사,"[['무선 ARS', '100%']]",['RDD'],1077,3.9%,21.4%,95%신뢰수준에±3.0%P,"
								
									
									
								
								  2021-09-12 12시 00분
								"
899,900,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8957&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,34.6,34.3,-,-,10.4,8104,"(주)알앤써치,",시·도단위 신문 : 경기신문사,"[['무선 ARS', '100%']]",['RDD'],1077,3.9%,21.4%,95%신뢰수준에±3.0%P,"
								
									
									
								
								  2021-09-12 12시 00분
								"
900,901,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8956&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.6%,ARSRDD,-,-,-,-,16,8103,"PNR-(주)피플네트웍스,",인터넷언론/시·도단위 신문 : 뉴데일리/시사경남,"[['무선 ARS', '85%'], ['유선 ARS', '15%']]","['RDD', 'RDD']",1003,3.6%,30.9%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-12 14시 00분
								"
901,902,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8956&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.6%,ARSRDD,35.4,-,-,-,16.1,8103,"PNR-(주)피플네트웍스,",인터넷언론/시·도단위 신문 : 뉴데일리/시사경남,"[['무선 ARS', '85%'], ['유선 ARS', '15%']]","['RDD', 'RDD']",1003,3.6%,30.9%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-12 14시 00분
								"
902,903,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8956&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.6%,ARSRDD,-,41.9,-,-,12,8103,"PNR-(주)피플네트웍스,",인터넷언론/시·도단위 신문 : 뉴데일리/시사경남,"[['무선 ARS', '85%'], ['유선 ARS', '15%']]","['RDD', 'RDD']",1003,3.6%,30.9%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-12 14시 00분
								"
903,904,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8956&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.6%,ARSRDD,33.3,38.9,-,-,10.8,8103,"PNR-(주)피플네트웍스,",인터넷언론/시·도단위 신문 : 뉴데일리/시사경남,"[['무선 ARS', '85%'], ['유선 ARS', '15%']]","['RDD', 'RDD']",1003,3.6%,30.9%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-12 14시 00분
								"
904,905,2021-09-06 ~ 2021-09-08,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8945&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,30.1%,전화면접가상번호,-,37,-,-,22,8093,"(주)코리아리서치인터내셔널,케이스탯리서치","조사기관 자체 : ㈜엠브레인퍼블릭, 케이스탯리서치, ㈜코리아리서치인터내셔널, ㈜한국리서치","[['무선전화면접', '100%']]",['통신사제공'],1011,30.1%,28.0%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-09 11시 00분
								"
905,906,2021-09-06 ~ 2021-09-08,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8945&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,30.1%,전화면접가상번호,46,-,-,-,19,8093,"(주)코리아리서치인터내셔널,케이스탯리서치","조사기관 자체 : ㈜엠브레인퍼블릭, 케이스탯리서치, ㈜코리아리서치인터내셔널, ㈜한국리서치","[['무선전화면접', '100%']]",['통신사제공'],1011,30.1%,28.0%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-09 11시 00분
								"
906,907,2021-09-06 ~ 2021-09-08,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8945&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,30.1%,전화면접가상번호,-,35,-,-,21,8093,"(주)코리아리서치인터내셔널,케이스탯리서치","조사기관 자체 : ㈜엠브레인퍼블릭, 케이스탯리서치, ㈜코리아리서치인터내셔널, ㈜한국리서치","[['무선전화면접', '100%']]",['통신사제공'],1011,30.1%,28.0%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-09 11시 00분
								"
907,908,2021-09-06 ~ 2021-09-08,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8945&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,30.1%,전화면접가상번호,45,34,-,-,18,8093,"(주)코리아리서치인터내셔널,케이스탯리서치","조사기관 자체 : ㈜엠브레인퍼블릭, 케이스탯리서치, ㈜코리아리서치인터내셔널, ㈜한국리서치","[['무선전화면접', '100%']]",['통신사제공'],1011,30.1%,28.0%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-09 11시 00분
								"
908,909,2021-09-07 ~ 2021-09-08,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8944&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.4%,ARSRDD,34.7,-,-,-,15,8092,"(주)알앤써치,",방송사/전국단위 신문 : MBN/매일경제,"[['무선 ARS', '100%']]",['RDD'],1035,4.4%,20.7%,95%신뢰수준에±3.0%P,"
								
									
									
								
								  2021-09-09 19시 00분
								"
909,910,2021-09-07 ~ 2021-09-08,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8944&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.4%,ARSRDD,35,32,-,-,10.2,8092,"(주)알앤써치,",방송사/전국단위 신문 : MBN/매일경제,"[['무선 ARS', '100%']]",['RDD'],1035,4.4%,20.7%,95%신뢰수준에±3.0%P,"
								
									
									
								
								  2021-09-09 19시 00분
								"
910,911,2021-09-06 ~ 2021-09-07,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8943&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.5%,ARSRDD,-,-,-,-,30.4,8091,"리얼미터,",인터넷언론 : 오마이뉴스,"[['유선 ARS', '10%'], ['무선 ARS', '90%']]","['RDD', 'RDD']",2019,5.5%,30.3%,95%신뢰수준에±2.2%P,"
								
									
									
								
								  2021-09-09 06시 00분
								"
911,912,2021-09-06 ~ 2021-09-07,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8943&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.5%,ARSRDD,37.4,-,-,-,29.2,8091,"리얼미터,",인터넷언론 : 오마이뉴스,"[['유선 ARS', '10%'], ['무선 ARS', '90%']]","['RDD', 'RDD']",2019,5.5%,30.3%,95%신뢰수준에±2.2%P,"
								
									
									
								
								  2021-09-09 06시 00분
								"
912,913,2021-09-06 ~ 2021-09-07,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8943&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.5%,ARSRDD,-,39.9,-,-,25.5,8091,"리얼미터,",인터넷언론 : 오마이뉴스,"[['유선 ARS', '10%'], ['무선 ARS', '90%']]","['RDD', 'RDD']",2019,5.5%,30.3%,95%신뢰수준에±2.2%P,"
								
									
									
								
								  2021-09-09 06시 00분
								"
913,914,2021-09-06 ~ 2021-09-07,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8943&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.5%,ARSRDD,38,39.6,-,-,22.4,8091,"리얼미터,",인터넷언론 : 오마이뉴스,"[['유선 ARS', '10%'], ['무선 ARS', '90%']]","['RDD', 'RDD']",2019,5.5%,30.3%,95%신뢰수준에±2.2%P,"
								
									
									
								
								  2021-09-09 06시 00분
								"
914,915,2021-09-06 ~ 2021-09-07,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8941&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,19.6%,전화면접가상번호,-,-,-,-,32.2,8090,"넥스트인터랙티브리서치(넥스트리서치),",방송사 : SBS,"[['무선전화면접', '85%'], ['유선전화면접', '15%']]","['통신사제공', 'RDD']",1005,19.6%,22.0%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-09 19시 00분
								"
915,916,2021-09-06 ~ 2021-09-07,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8941&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,19.6%,전화면접가상번호,38.2,-,-,-,28.9,8090,"넥스트인터랙티브리서치(넥스트리서치),",방송사 : SBS,"[['무선전화면접', '85%'], ['유선전화면접', '15%']]","['통신사제공', 'RDD']",1005,19.6%,22.0%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-09 19시 00분
								"
916,917,2021-09-06 ~ 2021-09-07,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8941&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,19.6%,전화면접가상번호,-,34.7,-,-,30,8090,"넥스트인터랙티브리서치(넥스트리서치),",방송사 : SBS,"[['무선전화면접', '85%'], ['유선전화면접', '15%']]","['통신사제공', 'RDD']",1005,19.6%,22.0%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-09 19시 00분
								"
917,918,2021-09-06 ~ 2021-09-07,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8941&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,19.6%,전화면접가상번호,37.8,33.1,-,-,22.4,8090,"넥스트인터랙티브리서치(넥스트리서치),",방송사 : SBS,"[['무선전화면접', '85%'], ['유선전화면접', '15%']]","['통신사제공', 'RDD']",1005,19.6%,22.0%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-09 19시 00분
								"
918,919,2021-09-07 ~ 2021-09-08,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8942&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,2%,ARSRDD,-,39.6,-,-,11.2,8089,"미디어리서치,",방송사 : OBS,"[['무선 ARS', '100%']]",['RDD'],1000,2%,19.2%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-09 19시 30분
								"
919,920,2021-09-07 ~ 2021-09-08,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8942&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,2%,ARSRDD,34.6,36.5,-,-,9.2,8089,"미디어리서치,",방송사 : OBS,"[['무선 ARS', '100%']]",['RDD'],1000,2%,19.2%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-09 19시 30분
								"
920,921,2021-09-05 ~ 2021-09-07,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8940&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,35.9,-,-,-,15.2,8088,"조원씨앤아이,",주·월간지 : 일요신문,"[['무선 ARS', '95%'], ['유선 ARS', '5%']]","['RDD', 'RDD']",1000,3.1%,19.1%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-09 11시 00분
								"
921,922,2021-09-05 ~ 2021-09-07,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8940&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,-,-,-,-,16.3,8088,"조원씨앤아이,",주·월간지 : 일요신문,"[['무선 ARS', '95%'], ['유선 ARS', '5%']]","['RDD', 'RDD']",1000,3.1%,19.1%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-09 11시 00분
								"
922,923,2021-09-05 ~ 2021-09-07,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8940&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,37.1,39.8,-,-,10.6,8088,"조원씨앤아이,",주·월간지 : 일요신문,"[['무선 ARS', '95%'], ['유선 ARS', '5%']]","['RDD', 'RDD']",1000,3.1%,19.1%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-09 11시 00분
								"
923,924,2021-09-05 ~ 2021-09-07,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8940&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,-,40.2,-,-,13,8088,"조원씨앤아이,",주·월간지 : 일요신문,"[['무선 ARS', '95%'], ['유선 ARS', '5%']]","['RDD', 'RDD']",1000,3.1%,19.1%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-09 11시 00분
								"
924,925,2021-09-06 ~ 2021-09-07,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8939&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.8%,ARSRDD,34.5,35.1,-,-,12.8,8087,"여론조사공정(주),",인터넷언론 : 펜앤드마이크,"[['무선 ARS', '100%']]",['RDD'],1003,3.8%,27.8%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-08 13시 00분
								"
925,926,2021-09-04 ~ 2021-09-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8936&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,3%,ARSRDD,35.1,-,-,-,13.7,8086,"조원씨앤아이,",인터넷언론 : 스트레이트뉴스,"[['무선 ARS', '94%'], ['유선 ARS', '6%']]","['RDD', 'RDD']",1010,3%,17.8%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-08 11시 00분
								"
926,927,2021-09-04 ~ 2021-09-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8936&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,3%,ARSRDD,-,-,-,-,15.5,8086,"조원씨앤아이,",인터넷언론 : 스트레이트뉴스,"[['무선 ARS', '94%'], ['유선 ARS', '6%']]","['RDD', 'RDD']",1010,3%,17.8%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-08 11시 00분
								"
