,ID,날짜,조사기관,응답률,조사방법,이재명,윤석열,안철수,심상정,없음,등록번호,선거여론조사기관,조사의뢰자,조사방법new,표본추출틀,표본크기,응답률new,접촉률,표본오차,공표일시
927,928,2021-09-04 ~ 2021-09-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8936&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,3%,ARSRDD,34.4,42.5,-,-,9.8,8086,"조원씨앤아이,",인터넷언론 : 스트레이트뉴스,"[['무선 ARS', '94%'], ['유선 ARS', '6%']]","['RDD', 'RDD']",1010,3%,17.8%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-08 11시 00분
								"
928,929,2021-09-04 ~ 2021-09-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8936&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,3%,ARSRDD,-,42.9,-,-,11.3,8086,"조원씨앤아이,",인터넷언론 : 스트레이트뉴스,"[['무선 ARS', '94%'], ['유선 ARS', '6%']]","['RDD', 'RDD']",1010,3%,17.8%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-08 11시 00분
								"
929,930,2021-09-04 ~ 2021-09-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8935&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.9%,ARSRDD,39.7,-,-,-,26,8085,"한길리서치,",인터넷언론 : 쿠키뉴스,"[['유선전화면접', '19.2%'], ['무선 ARS', '80.8%']]","['RDD', 'RDD']",1012,5.9%,11.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-08 05시 00분
								"
930,931,2021-09-04 ~ 2021-09-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8935&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.9%,ARSRDD,-,-,-,-,29.4,8085,"한길리서치,",인터넷언론 : 쿠키뉴스,"[['유선전화면접', '19.2%'], ['무선 ARS', '80.8%']]","['RDD', 'RDD']",1012,5.9%,11.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-08 05시 00분
								"
931,932,2021-09-04 ~ 2021-09-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8935&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.9%,ARSRDD,39.8,-,-,-,34.8,8085,"한길리서치,",인터넷언론 : 쿠키뉴스,"[['유선전화면접', '19.2%'], ['무선 ARS', '80.8%']]","['RDD', 'RDD']",1012,5.9%,11.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-08 05시 00분
								"
932,933,2021-09-04 ~ 2021-09-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8935&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.9%,ARSRDD,-,-,-,-,39.4,8085,"한길리서치,",인터넷언론 : 쿠키뉴스,"[['유선전화면접', '19.2%'], ['무선 ARS', '80.8%']]","['RDD', 'RDD']",1012,5.9%,11.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-08 05시 00분
								"
933,934,2021-09-04 ~ 2021-09-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8935&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.9%,ARSRDD,38.6,40.3,-,-,21.1,8085,"한길리서치,",인터넷언론 : 쿠키뉴스,"[['유선전화면접', '19.2%'], ['무선 ARS', '80.8%']]","['RDD', 'RDD']",1012,5.9%,11.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-08 05시 00분
								"
934,935,2021-09-04 ~ 2021-09-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8935&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.9%,ARSRDD,-,40.1,-,-,28.1,8085,"한길리서치,",인터넷언론 : 쿠키뉴스,"[['유선전화면접', '19.2%'], ['무선 ARS', '80.8%']]","['RDD', 'RDD']",1012,5.9%,11.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-08 05시 00분
								"
935,936,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8932&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,37.7,-,-,-,10.7,8083,"여론조사공정(주),",인터넷언론 : 데일리안,"[['무선 ARS', '100%']]",['RDD'],1003,3.1%,27.0%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-06 18시 00분
								"
936,937,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8932&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,-,-,-,-,10.8,8083,"여론조사공정(주),",인터넷언론 : 데일리안,"[['무선 ARS', '100%']]",['RDD'],1003,3.1%,27.0%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-06 18시 00분
								"
937,938,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8932&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,38.5,47.1,-,-,9,8083,"여론조사공정(주),",인터넷언론 : 데일리안,"[['무선 ARS', '100%']]",['RDD'],1003,3.1%,27.0%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-06 18시 00분
								"
938,939,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8932&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,-,47.2,-,-,7.2,8083,"여론조사공정(주),",인터넷언론 : 데일리안,"[['무선 ARS', '100%']]",['RDD'],1003,3.1%,27.0%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-06 18시 00분
								"
939,940,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8931&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.4%,ARSRDD,-,-,-,-,17,8082,"(주)알앤써치,",시·도단위 신문 : 경기신문사,"[['무선 ARS', '100%']]",['RDD'],1017,4.4%,24.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-05 12시 00분
								"
940,941,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8931&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.4%,ARSRDD,-,39.7,-,-,12.8,8082,"(주)알앤써치,",시·도단위 신문 : 경기신문사,"[['무선 ARS', '100%']]",['RDD'],1017,4.4%,24.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-05 12시 00분
								"
941,942,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8931&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.4%,ARSRDD,-,-,-,-,23.3,8082,"(주)알앤써치,",시·도단위 신문 : 경기신문사,"[['무선 ARS', '100%']]",['RDD'],1017,4.4%,24.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-05 12시 00분
								"
942,943,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8931&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.4%,ARSRDD,-,-,-,-,24.9,8082,"(주)알앤써치,",시·도단위 신문 : 경기신문사,"[['무선 ARS', '100%']]",['RDD'],1017,4.4%,24.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-05 12시 00분
								"
943,944,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8931&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.4%,ARSRDD,35.2,-,-,-,13.9,8082,"(주)알앤써치,",시·도단위 신문 : 경기신문사,"[['무선 ARS', '100%']]",['RDD'],1017,4.4%,24.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-05 12시 00분
								"
944,945,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8931&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.4%,ARSRDD,34.9,-,-,-,20.8,8082,"(주)알앤써치,",시·도단위 신문 : 경기신문사,"[['무선 ARS', '100%']]",['RDD'],1017,4.4%,24.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-05 12시 00분
								"
945,946,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8931&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.4%,ARSRDD,35.9,-,-,-,23.9,8082,"(주)알앤써치,",시·도단위 신문 : 경기신문사,"[['무선 ARS', '100%']]",['RDD'],1017,4.4%,24.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-05 12시 00분
								"
946,947,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8931&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.4%,ARSRDD,34.3,37,-,-,10.4,8082,"(주)알앤써치,",시·도단위 신문 : 경기신문사,"[['무선 ARS', '100%']]",['RDD'],1017,4.4%,24.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-05 12시 00분
								"
947,948,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8930&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,-,-,-,-,17.1,8081,"PNR-(주)피플네트웍스,",인터넷언론/시·도단위 신문 : 뉴데일리/시사경남,"[['무선 ARS', '85%'], ['유선 ARS', '15%']]","['RDD', 'RDD']",1002,3.1%,29.5%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-05 14시 00분
								"
948,949,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8930&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,-,43.1,-,-,9.6,8081,"PNR-(주)피플네트웍스,",인터넷언론/시·도단위 신문 : 뉴데일리/시사경남,"[['무선 ARS', '85%'], ['유선 ARS', '15%']]","['RDD', 'RDD']",1002,3.1%,29.5%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-05 14시 00분
								"
949,950,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8930&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,36.2,-,-,-,17.7,8081,"PNR-(주)피플네트웍스,",인터넷언론/시·도단위 신문 : 뉴데일리/시사경남,"[['무선 ARS', '85%'], ['유선 ARS', '15%']]","['RDD', 'RDD']",1002,3.1%,29.5%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-05 14시 00분
								"
950,951,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8930&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,36.2,40.5,-,-,9.7,8081,"PNR-(주)피플네트웍스,",인터넷언론/시·도단위 신문 : 뉴데일리/시사경남,"[['무선 ARS', '85%'], ['유선 ARS', '15%']]","['RDD', 'RDD']",1002,3.1%,29.5%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-05 14시 00분
								"
951,952,2021-08-30 ~ 2021-09-01,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8915&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,27.1%,전화면접가상번호,-,35,-,-,24,8074,"(주)엠브레인퍼블릭,(주)코리아리서치인터네셔널","조사기관 자체 : ㈜엠브레인퍼블릭, 케이스탯리서치, ㈜코리아리서치인터내셔널, ㈜한국리서치","[['무선전화면접', '100%']]",['통신사제공'],1012,27.1%,29.7%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-02 11시 00분
								"
952,953,2021-08-30 ~ 2021-09-01,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8915&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,27.1%,전화면접가상번호,42,35,-,-,20,8074,"(주)엠브레인퍼블릭,(주)코리아리서치인터네셔널","조사기관 자체 : ㈜엠브레인퍼블릭, 케이스탯리서치, ㈜코리아리서치인터내셔널, ㈜한국리서치","[['무선전화면접', '100%']]",['통신사제공'],1012,27.1%,29.7%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-02 11시 00분
								"
953,954,2021-08-28 ~ 2021-08-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8908&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.5%,ARSRDD,36.8,-,-,-,-,8070,"한길리서치,",인터넷언론 : 와이타임즈,"[['유선전화면접', '19.4%'], ['무선 ARS', '80.6%']]","['RDD', 'RDD']",1002,5.5%,23.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-01 07시 00분
								"
954,955,2021-08-28 ~ 2021-08-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8908&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.5%,ARSRDD,-,-,-,-,-,8070,"한길리서치,",인터넷언론 : 와이타임즈,"[['유선전화면접', '19.4%'], ['무선 ARS', '80.6%']]","['RDD', 'RDD']",1002,5.5%,23.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-01 07시 00분
								"
955,956,2021-08-28 ~ 2021-08-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8908&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.5%,ARSRDD,36.7,-,-,-,-,8070,"한길리서치,",인터넷언론 : 와이타임즈,"[['유선전화면접', '19.4%'], ['무선 ARS', '80.6%']]","['RDD', 'RDD']",1002,5.5%,23.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-01 07시 00분
								"
956,957,2021-08-28 ~ 2021-08-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8908&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.5%,ARSRDD,-,-,-,-,-,8070,"한길리서치,",인터넷언론 : 와이타임즈,"[['유선전화면접', '19.4%'], ['무선 ARS', '80.6%']]","['RDD', 'RDD']",1002,5.5%,23.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-01 07시 00분
								"
957,958,2021-08-28 ~ 2021-08-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8908&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.5%,ARSRDD,36.7,41.2,-,-,-,8070,"한길리서치,",인터넷언론 : 와이타임즈,"[['유선전화면접', '19.4%'], ['무선 ARS', '80.6%']]","['RDD', 'RDD']",1002,5.5%,23.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-01 07시 00분
								"
958,959,2021-08-28 ~ 2021-08-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8908&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.5%,ARSRDD,-,41,-,-,-,8070,"한길리서치,",인터넷언론 : 와이타임즈,"[['유선전화면접', '19.4%'], ['무선 ARS', '80.6%']]","['RDD', 'RDD']",1002,5.5%,23.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-09-01 07시 00분
								"
959,960,2021-08-28 ~ 2021-08-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8901&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,2.6%,ARSRDD,-,45.2,-,-,8.4,8065,"미디어토마토,",시·도단위 신문 : 뉴스토마토,"[['무선 ARS', '100%']]",['RDD'],1012,2.6%,32.6%,95%신뢰수준에±3.0%P,"
								
									
									
								
								  2021-08-31 05시 00분
								"
960,961,2021-08-28 ~ 2021-08-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8901&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,2.6%,ARSRDD,37.4,45.3,-,-,6.4,8065,"미디어토마토,",시·도단위 신문 : 뉴스토마토,"[['무선 ARS', '100%']]",['RDD'],1012,2.6%,32.6%,95%신뢰수준에±3.0%P,"
								
									
									
								
								  2021-08-31 05시 00분
								"
961,962,2021-08-29 ~ 2021-08-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8903&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,3.5%,ARSRDD,-,47.9,-,-,4.3,8064,"(주)코리아정보리서치중부본부,",전국단위 신문 : 천지일보,"[['무선 ARS', '100%']]",['RDD'],1006,3.5%,25.0%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-08-31 06시 00분
								"
962,963,2021-08-29 ~ 2021-08-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8903&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,3.5%,ARSRDD,40.9,48.6,-,-,5,8064,"(주)코리아정보리서치중부본부,",전국단위 신문 : 천지일보,"[['무선 ARS', '100%']]",['RDD'],1006,3.5%,25.0%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-08-31 06시 00분
								"
963,964,2021-08-27 ~ 2021-08-28,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8898&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3%,ARSRDD,-,44.5,-,-,11.3,8061,"PNR-(주)피플네트웍스,",인터넷언론/시·도단위 신문 : 뉴데일리/시사경남,"[['무선 ARS', '85%'], ['유선 ARS', '15%']]","['RDD', 'RDD']",1009,3%,30.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-08-29 14시 00분
								"
964,965,2021-08-27 ~ 2021-08-28,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8898&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3%,ARSRDD,35.5,43.9,-,-,8.7,8061,"PNR-(주)피플네트웍스,",인터넷언론/시·도단위 신문 : 뉴데일리/시사경남,"[['무선 ARS', '85%'], ['유선 ARS', '15%']]","['RDD', 'RDD']",1009,3%,30.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-08-29 14시 00분
								"
965,966,2021-08-25 ~ 2021-08-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8895&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,-,-,-,-,15.6,8058,"(주)알앤써치,",시·도단위 신문 : 경기신문사,"[['무선 ARS', '100%']]",['RDD'],1010,3.9%,20.7%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-08-28 10시 00분
								"
966,967,2021-08-25 ~ 2021-08-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8895&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,-,40,-,-,11.8,8058,"(주)알앤써치,",시·도단위 신문 : 경기신문사,"[['무선 ARS', '100%']]",['RDD'],1010,3.9%,20.7%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-08-28 10시 00분
								"
967,968,2021-08-25 ~ 2021-08-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8895&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,-,-,-,-,18.6,8058,"(주)알앤써치,",시·도단위 신문 : 경기신문사,"[['무선 ARS', '100%']]",['RDD'],1010,3.9%,20.7%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-08-28 10시 00분
								"
968,969,2021-08-25 ~ 2021-08-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8895&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,-,-,-,-,23.6,8058,"(주)알앤써치,",시·도단위 신문 : 경기신문사,"[['무선 ARS', '100%']]",['RDD'],1010,3.9%,20.7%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-08-28 10시 00분
								"
969,970,2021-08-25 ~ 2021-08-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8895&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,35.2,-,-,-,14.6,8058,"(주)알앤써치,",시·도단위 신문 : 경기신문사,"[['무선 ARS', '100%']]",['RDD'],1010,3.9%,20.7%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-08-28 10시 00분
								"
