ID,날짜,조사기관,응답률,조사방법,이재명,윤석열,안철수,심상정,없음
91,2022-02-20 ~ 2022-02-20,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=10025&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,9.8%,ARSRDD,40.8,45.3,6,1.9,3
92,2022-02-18 ~ 2022-02-19,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=10024&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.9%,ARSRDD,39.9,44.7,7.5,2.7,3.2
93,2022-02-18 ~ 2022-02-19,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=10022&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10.3%,전화면접RDD,28.7,-,47.6,2.9,19.1
94,2022-02-18 ~ 2022-02-19,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=10022&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10.3%,전화면접RDD,35.4,47,-,3.4,13.6
95,2022-02-18 ~ 2022-02-19,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=10022&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10.3%,전화면접RDD,36.4,43.3,9.9,2.7,7.2
96,2022-02-18 ~ 2022-02-19,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=10023&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,19.9%,전화면접가상번호,32.9,-,47.6,3.8,13.9
97,2022-02-18 ~ 2022-02-19,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=10023&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,19.9%,전화면접가상번호,36.7,48,-,4.1,9.7
98,2022-02-18 ~ 2022-02-19,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=10023&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,19.9%,전화면접가상번호,36.9,42.4,7.1,2.3,10.3
99,2022-02-18 ~ 2022-02-19,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=10021&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,9.4%,ARS가상번호,43.7,42.2,5.8,2.7,2.8
100,2022-02-18 ~ 2022-02-19,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=10020&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,8.7%,ARSRDD,35,-,43.7,4.4,10.4
101,2022-02-18 ~ 2022-02-19,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=10020&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,8.7%,ARSRDD,41.5,49.8,-,3.2,3.3
102,2022-02-18 ~ 2022-02-19,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=10020&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,8.7%,ARSRDD,39.8,47.6,7,2.2,2
103,2022-02-18 ~ 2022-02-19,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=10009&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,12.7%,전화면접RDD,30.3,-,43.3,4.6,20.4
104,2022-02-18 ~ 2022-02-19,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=10009&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,12.7%,전화면접RDD,34.9,47.2,-,4.2,12.6
105,2022-02-18 ~ 2022-02-19,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=10009&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,12.7%,전화면접RDD,32.2,41.3,6.9,3.3,14.8
106,2022-02-18 ~ 2022-02-19,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=10012&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,16.3%,전화면접가상번호,31.4,40.2,8.2,4.4,15
107,2022-02-18 ~ 2022-02-18,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=10004&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,8.4%,ARSRDD,39.7,46.1,5.7,4.2,2.9
108,2022-02-13 ~ 2022-02-18,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9997&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10.3%,ARSRDD,38.7,42.9,8.3,3.2,5
109,2022-02-16 ~ 2022-02-17,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9993&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,8.8%,ARSRDD,39.9,44.6,7.9,1.9,3.2
110,2022-02-15 ~ 2022-02-16,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9987&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,7.4%,ARSRDD,43.3,46.3,-,-,3.4
111,2022-02-15 ~ 2022-02-16,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9987&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,7.4%,ARSRDD,40.4,43.6,5.9,3,3
112,2022-02-15 ~ 2022-02-17,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9995&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6%,ARSRDD,39,48,7,3,2
113,2022-02-15 ~ 2022-02-17,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9994&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,14.1%,전화면접RDD,34,41,11,4,9
114,2022-02-14 ~ 2022-02-16,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9991&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,2.1%,ARSRDD,39,45.3,8.2,3.7,2.4
115,2022-02-15 ~ 2022-02-16,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9992&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,20.2%,전화면접가상번호,33.1,-,38.5,3.9,21.2
116,2022-02-15 ~ 2022-02-16,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9992&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,20.2%,전화면접가상번호,36.2,43.1,-,3,15.8
117,2022-02-15 ~ 2022-02-16,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9992&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,20.2%,전화면접가상번호,35.2,39.2,8.1,3.7,11.8
118,2022-02-14 ~ 2022-02-16,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9990&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,20.3%,전화면접가상번호,31,40,8,2,18
119,2022-02-12 ~ 2022-02-14,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9980&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.4%,ARSRDD,40.4,-,33.4,-,26.3
120,2022-02-12 ~ 2022-02-14,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9980&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.4%,ARSRDD,43.7,47.4,-,-,8.9
121,2022-02-12 ~ 2022-02-14,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9980&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.4%,ARSRDD,41.9,42.4,7.2,2,5.2
122,2022-02-08 ~ 2022-02-10,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9975&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,73.4%,,35.4,41,-,-,23.5
123,2022-02-08 ~ 2022-02-10,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9975&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,73.4%,,27.1,-,47.8,4.3,20.1
124,2022-02-08 ~ 2022-02-10,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9975&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,73.4%,,32.4,41.6,-,6.6,18.5
125,2022-02-08 ~ 2022-02-10,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9975&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,73.4%,,28.5,25.9,25.8,10.1,-
126,2022-02-13 ~ 2022-02-13,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9957&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10.7%,ARSRDD,36.9,48.7,7.2,2,2.4
127,2022-02-12 ~ 2022-02-13,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9951&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,8.8%,ARS가상번호,45.5,48.2,-,-,3.5
128,2022-02-12 ~ 2022-02-13,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9951&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,8.8%,ARS가상번호,42.8,-,40.6,-,9.3
129,2022-02-12 ~ 2022-02-13,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9951&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,8.8%,ARS가상번호,40.2,43.2,8.3,3,3.8
130,2022-02-12 ~ 2022-02-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9952&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.2%,ARSRDD,37.5,-,42.7,-,12.7
131,2022-02-12 ~ 2022-02-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9952&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.2%,ARSRDD,42.1,47.2,-,-,5.8
132,2022-02-12 ~ 2022-02-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9952&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.2%,ARSRDD,39.4,44.3,6.1,3.9,2.5
133,2022-01-13 ~ 2022-01-17,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9949&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,11.9%,,33.4,22.3,12.4,3.5,27.2
134,2022-02-12 ~ 2022-02-13,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9946&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,11%,전화면접RDD,28.7,-,43,3.5,22.7
135,2022-02-12 ~ 2022-02-13,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9946&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,11%,전화면접RDD,33.9,43.1,-,3.4,17.8
136,2022-02-12 ~ 2022-02-13,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9946&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,11%,전화면접RDD,33.2,38.8,8.4,3.1,14.7
137,2022-02-11 ~ 2022-02-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9945&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,7.3%,ARSRDD,38.2,46.6,6.9,1.7,3.8
138,2022-02-11 ~ 2022-02-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9944&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,8.1%,ARSRDD,36.6,47.5,7.7,1.8,3.2
139,2022-02-12 ~ 2022-02-13,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9943&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,10.2%,ARSRDD,38.7,45.6,6.3,2.5,2.7
140,2022-02-11 ~ 2022-02-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9942&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,8.5%,ARS가상번호,40.4,43.5,7.8,3.5,2.7
141,2022-02-11 ~ 2022-02-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9941&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,9.3%,ARSRDD,36.3,-,44.1,4.4,10
142,2022-02-11 ~ 2022-02-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9941&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,9.3%,ARSRDD,41.9,48.5,-,3.7,3.6
143,2022-02-11 ~ 2022-02-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9941&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,9.3%,ARSRDD,40.3,46.6,7.3,2.5,1.8
144,2022-02-12 ~ 2022-02-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9940&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,15.3%,전화면접가상번호,35,35.5,7.2,3,18
145,2022-02-06 ~ 2022-02-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9937&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,11.2%,ARSRDD,39.1,41.6,7.7,2.8,7.1
146,2022-02-09 ~ 2022-02-10,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9933&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,9.1%,ARSRDD,38,44.9,8.7,2.8,2.4
147,2022-02-08 ~ 2022-02-10,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9936&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,14.7%,전화면접RDD,36,37,13,3,10
148,2022-02-09 ~ 2022-02-10,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9935&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6%,ARSRDD,36,48,8,3,3
149,2022-02-09 ~ 2022-02-09,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9927&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,7.8%,ARSRDD,40.1,44.6,8.3,1.8,2.7
150,2022-02-07 ~ 2022-02-09,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9924&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,25.2%,전화면접가상번호,34,37.7,9,3,14.8
151,2022-02-08 ~ 2022-02-09,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9922&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10.3%,전화면접RDD,28.9,-,44.4,4.1,20.5
152,2022-02-08 ~ 2022-02-09,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9922&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10.3%,전화면접RDD,33.7,46.2,-,5.8,12.6
153,2022-02-08 ~ 2022-02-09,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9922&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10.3%,전화면접RDD,31.3,41.2,8.9,3.9,12.6
154,2022-01-19 ~ 2022-01-25,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9813&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,91.6%,,38.7,22.6,19.4,5.3,12
155,2022-02-07 ~ 2022-02-09,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9923&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,29.7%,전화면접가상번호,35,35,9,4,16
156,2022-02-06 ~ 2022-02-08,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9903&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,2.4%,ARSRDD,38.4,45.1,9.2,3.1,3.1
157,2022-02-07 ~ 2022-02-08,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9907&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,17.7%,전화면접가상번호,39.5,44.8,-,7.5,7.5
158,2022-02-07 ~ 2022-02-08,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9907&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,17.7%,전화면접가상번호,35.9,-,45.6,6.6,9.6
159,2022-02-07 ~ 2022-02-08,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9907&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,17.7%,전화면접가상번호,36.9,40.1,10,3.9,7.5
160,2022-02-07 ~ 2022-02-08,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9905&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,18.9%,전화면접가상번호,31.6,36.1,10,3,17.8
161,2022-02-05 ~ 2022-02-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9892&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.2%,ARSRDD,39,45.5,9,2.7,2.5
162,2022-02-05 ~ 2022-02-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9888&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,17.8%,전화면접가상번호,33.6,-,28.3,5.1,28.3
163,2022-02-05 ~ 2022-02-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9888&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,17.8%,전화면접가상번호,35.7,42,-,5,15.1
164,2022-02-05 ~ 2022-02-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9888&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,17.8%,전화면접가상번호,34.1,39.9,8.3,3.3,13
165,2022-02-05 ~ 2022-02-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9889&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,9.5%,ARS가상번호,36.8,44.9,8.6,3,3.5
166,2022-02-05 ~ 2022-02-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9885&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,25.6%,전화면접가상번호,35.7,-,38.8,5.2,14.4
167,2022-02-05 ~ 2022-02-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9885&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,25.6%,전화면접가상번호,39.2,43,-,5.3,10.4
168,2022-02-05 ~ 2022-02-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9885&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,25.6%,전화면접가상번호,35.3,37.1,11.9,3.5,11.6
169,2022-02-04 ~ 2022-02-05,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9878&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,8.7%,ARSRDD,36.3,44.6,7.4,3.2,5.3
170,2022-02-05 ~ 2022-02-05,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9877&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.7%,ARSRDD,35.6,46.5,7.9,2.6,3.2
171,2022-02-05 ~ 2022-02-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9869&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,23.3%,전화면접가상번호,30.6,35,10.6,2.8,19.6
172,2022-02-04 ~ 2022-02-05,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9868&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10.2%,전화면접RDD,29,-,44,3.3,22.4
173,2022-02-04 ~ 2022-02-05,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9868&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10.2%,전화면접RDD,34.4,45.9,-,4.2,14.5
174,2022-02-04 ~ 2022-02-05,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9868&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10.2%,전화면접RDD,37,41.7,10.1,2.5,6.6
175,2022-02-05 ~ 2022-02-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9872&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,9.6%,ARSRDD,39.3,45.6,6.9,3.4,2.1
176,2022-02-05 ~ 2022-02-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9871&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,20.4%,전화면접가상번호,38.3,-,44.5,-,14.7
177,2022-02-05 ~ 2022-02-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9871&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,20.4%,전화면접가상번호,41.9,44.6,-,-,11.4
178,2022-02-05 ~ 2022-02-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9871&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,20.4%,전화면접가상번호,35.7,36.6,10.2,3.9,11.1
179,2022-02-04 ~ 2022-02-05,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9865&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,16.6%,전화면접RDD,40.8,42.6,-,6,9.6
180,2022-02-04 ~ 2022-02-05,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9865&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,16.6%,전화면접RDD,34.7,-,49.4,5,9.9
181,2022-02-04 ~ 2022-02-05,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9865&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,16.6%,전화면접RDD,38.1,36.8,11.7,4.2,7.7
182,2022-02-04 ~ 2022-02-05,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9863&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,9.4%,ARS가상번호,38.4,44.6,8.3,2.9,3.5
183,2022-02-04 ~ 2022-02-05,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9862&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,9.1%,ARSRDD,33.9,-,45.7,4.5,10.7
184,2022-02-04 ~ 2022-02-05,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9862&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,9.1%,ARSRDD,38.2,51.3,-,4,4.1
185,2022-02-04 ~ 2022-02-05,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9862&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,9.1%,ARSRDD,37.7,48,7.7,3,2.2
